,Ref_x,Subject,Locale_processed
1188763,9087769,VETOPHAGE,FRA
1188764,9087770,VETOPHAGE,FRA
1188820,9087826,VINCI CONSTRUCTION GRANDS,FRA
1188821,9087827,VINCI Construction SAS,FRA
1188822,9087828,VINCI ENERGIES,FRA
1188823,9087829,VINCI ENERGIES,FRA
1188824,9087830,VINCI SA,FRA
1188825,9087831,VINCI SA,FRA
1188863,9087869,VIVENDI,FRA
1188864,9087870,VIVESCIA,FRA
1188865,9087871,VIVESCIA,FRA
1188945,9087951,WANDERCRAFT,FRA
1188952,9087958,Wartsila France SAS,FRA
1188953,9087959,Wartsila France SAS,FRA
1188976,9087982,WEISHARDT HOLDING,FRA
1189930,9088936,BNP PARIBAS S A,FRA
1190409,9089415,Covea (SGAM),FRA
1190410,9089416,Covea (SGAM),FRA
1191122,9090128,SARL ASD,FRA
1191349,9090355,SM2P TRAVAUX SOUS-MARINS,FRA
1191452,9090458,STELLANTIS N.V,FRA
1191453,9090459,STELLANTIS N.V,FRA
1192325,9091331,CAFOM,FRA
1192331,9091337,Carrefour (France),FRA
1192417,9091423,EIFFAGE,FRA
1192419,9091425,ELIOR GROUP,FRA
1222267,9121273,TYK CORPORATION,FRA
1222268,9121274,TYK CORPORATION,FRA
1223871,9122877,Arkema SA,FRA
1225115,9124121,Arkema SA,FRA
1225116,9124122,Arkema SA,FRA
1225413,9124419,BETEM INGENIERIE,FRA
1225554,9124560,Capgemini SE,FRA
1225555,9124561,Capgemini SE,FRA
1225977,9124983,ENGIE S A,FRA
1226172,9125178,FIXAGE,FRA
1226285,9125291,GF RISK ESTATE AGENTS,FRA
1226808,9125814,Ledger SAS,FRA
1226809,9125815,Ledger SAS,FRA
1232890,9131896,KEMIX SAS,FRA
1232891,9131897,KEMIX SAS,FRA
1234677,9133683,Project Infinity,FRA
1235457,9134463,Redwood,FRA
1235458,9134464,Redwood,FRA
1238084,9137090,EDF (FRANCE),FRA
1238085,9137091,EDF (FRANCE),FRA
1238086,9137092,EDF (FRANCE),FRA
1238087,9137093,EDF (FRANCE),FRA
1238772,9137778,XP FIBRE (FRANCE),FRA
1239511,9138517,Alstom (France),FRA
1239512,9138518,Alstom (France),FRA
1239513,9138519,Alstom (France),FRA
1239514,9138520,Alstom (France),FRA
1239515,9138521,Alstom (France),FRA
1239532,9138538,Atos (France),FRA
1239533,9138539,Atos (France),FRA
1239534,9138540,Atos (France),FRA
1239535,9138541,Atos (France),FRA
1239575,9138581,Carrefour (France),FRA
1239576,9138582,Carrefour (France),FRA
1239587,9138593,Colas (France),FRA
1239644,9138650,ENGIE (France),FRA
1239645,9138651,ENGIE (France),FRA
1239646,9138652,ENGIE (France),FRA
1239711,9138717,ITM ENTREPRISES (France),FRA
1239712,9138718,ITM ENTREPRISES (France),FRA
1240171,9139177,BNP PARIBAS S A,FRA
1240172,9139178,BNP PARIBAS S A,FRA
1240344,9139350,ENGIE S A,FRA
1244557,9150511,Arkema SA,FRA
1244558,9150512,Arkema SA,FRA
1247343,9153297,CAPGEMINI SERVICE SAS,FRA
1247518,9153472,ABN,FRA
1247606,9153560,ADMENTIS,FRA
1247655,9153609,CONVERGO,FRA
1247709,9153663,CRASH PRODUCTION SARL,FRA
1247759,9153713,CYMA,FRA
1247783,9153737,DALLE ET ASSOCIES,FRA
1247936,9153890,DEXIOS,FRA
1247985,9153939,DIRFINANCES,FRA
1248203,9154157,EIDOLON AGENCY,FRA
1248213,9154167,EKODEV,FRA
1248334,9154288,ERGONOMIE ET CONCEPTION,FRA
1248351,9154305,ESPACE BLANC,FRA
1248352,9154306,ESPITALLIER JULIEN DENIS,FRA
1248359,9154313,ETABLISSEMENT BOURNAND PORTE-ENGINS,FRA
1248499,9154453,FINANCIERE A.LEROUX,FRA
1248500,9154454,FINANCIERE A.LEROUX,FRA
1248848,9154802,GOUACHE,FRA
1248893,9154847,GREENPACT,FRA
1248915,9154869,GROUPE GARDENERS,FRA
1248916,9154870,GROUPEM AMICAL CONCESSIONN IVECO FRANCE,FRA
1248955,9154909,H2D,FRA
1249065,9155019,HEMERA,FRA
1249160,9155114,HOLDING RF,FRA
1249532,9155486,NOVASYSTEM,FRA
1249594,9155548,ODYSSEE PAIE,FRA
1249599,9155553,OHNEXT,FRA
1249682,9155636,OURASI,FRA
1249975,9155929,POSSIBLE,FRA
1250083,9156037,PROMETIS CONSULTING,FRA
1250191,9156145,R H PERFORMANCES,FRA
1250201,9156155,R&M CONSULTANTS,FRA
1250277,9156231,REALTA CONSULTING,FRA
1250333,9156287,RESTART,FRA
1250558,9156512,SALES CARE,FRA
1250597,9156551,"SARL CARA AGISSANT TANT POUR SON COMPTE QUE POUR CELUI DES SARL GROUPE TERRE D APPEL, TAKTIM ET TERR",FRA
1250600,9156554,SASU LATELIER FAB,FRA
1250602,9156556,SAUGER ALEXANDRE ROBERT LOUIS,FRA
1250819,9156773,SKILLM,FRA
1250837,9156791,SMALLBUSINESSACT.COM,FRA
1250847,9156801,SMC FRANCE SMC FRANCE,FRA
1250865,9156819,SOCIAL COST,FRA
1250898,9156852,SOMMALEV SARL,FRA
1251018,9156972,STEPHI,FRA
1251127,9157081,DBA CONSTRUCTION,FRA
1251133,9157087,DEMATHIEU & BARD HOLDING 4,FRA
1251134,9157088,DEMATHIEU & BARD HOLDING 4,FRA
1251135,9157089,DEMATHIEU & BARD IMMOBILIER,FRA
1251173,9157127,DIGITAL VIRGO,FRA
1251182,9157136,DNUC,FRA
1251183,9157137,DNUC,FRA
1251185,9157139,DOMIAL,FRA
1251201,9157155,DUAL METHA,FRA
1251212,9157166,EDENRED,FRA
1251213,9157167,EDILIZACROBATICA FRANCE,FRA
1251216,9157170,EDITIS HOLDING S.A.,FRA
1251223,9157177,EGIS SA,FRA
1251224,9157178,EGIS SA,FRA
1251225,9157179,EIFFAGE,FRA
1251226,9157180,EIFFAGE,FRA
1251239,9157193,ELOGIE SIEMP,FRA
1251247,9157201,emeis,FRA
1251249,9157203,EMERIGE SAS,FRA
1251262,9157216,ENERSENS,FRA
1251263,9157217,ENGIE S A,FRA
1251264,9157218,ENGINEERING AND CONSULTING GROUP,FRA
1251271,9157225,EOVEST,FRA
1251276,9157230,EQUANS,FRA
1251277,9157231,EQUANS,FRA
1251278,9157232,EQUILIBRE ENVIRONNEMENT,FRA
1251279,9157233,ERANOVE SA,FRA
1251281,9157235,ESSILORLUXOTTICA,FRA
1251282,9157236,ETABLISSEMENT PUBLIC DAMENAGEMENT DE PARIS SACLAY,FRA
1251283,9157237,ETABLISSEMENT PUBLIC DAMENAGEMENT DE PARIS SACLAY,FRA
1251284,9157238,ETABLISSEMENT PUBLIC DAMENAGEMENT EUROMEDITERRANEE,FRA
1251285,9157239,Etablissement Public Foncier de la Vendée,FRA
1251286,9157240,Etablissement Public Foncier de Normandie,FRA
1251287,9157241,ETABLISSEMENT PUBLIC FONCIER HAUTS-DE-FRANCE,FRA
1251288,9157242,ETABLISSEMENTS THEVENIN DUCROT SAS,FRA
1251289,9157243,ETANDEX,FRA
1251290,9157244,ETAT 9,FRA
1251291,9157245,ETERA,FRA
1251292,9157246,ETERA,FRA
1251293,9157247,ETIX EVERYWHERE HOLDING FRANCE,FRA
1251294,9157248,EURO PENTEL SA,FRA
1251295,9157249,EURO PENTEL SA,FRA
1251310,9157264,EUVE PREFA,FRA
1251326,9157280,EXIA PRODUCTION,FRA
1251331,9157285,fairstone,FRA
1251342,9157296,FEDERATION FRANCAISE DE RUGBY,FRA
1251343,9157297,FEDERATION FRANCAISE DE RUGBY,FRA
1251350,9157304,FINANCIERE SENIOR CINQUS,FRA
1251356,9157310,foalks group,FRA
1251357,9157311,FONCIERE ESCUDIER,FRA
1251358,9157312,FONCIERE VALLEE DE CHEVREUSE,FRA
1251361,9157315,FONDATION DU JAPON,FRA
1251362,9157316,FONDATION DU JAPON,FRA
1251369,9157323,FORCES MOTRICES DE PALETES,FRA
1251373,9157327,FOUNDEVER,FRA
1251377,9157331,FRANCE LOIRE,FRA
1251434,9157388,FUNGIBALL,FRA
1251435,9157389,FUNGIBALL,FRA
1251441,9157395,FV PARTENAIRE,FRA
1251442,9157396,FV PARTENAIRE,FRA
1251443,9157397,GA SAS,FRA
1251446,9157400,GAZTRANSPORT & TECHNIGAZ,FRA
1251447,9157401,GDG INVESTISSEMENTS,FRA
1251448,9157402,GDG INVESTISSEMENTS,FRA
1251457,9157411,GEISMAR,FRA
1251459,9157413,GELSCOM,FRA
1251463,9157417,GEPAFI,FRA
1251465,9157419,GESTE ENGINEERING FRANCE,FRA
1251469,9157423,GIE OPPIDEA EUROPOLIA,FRA
1251471,9157425,GIMAR MONTAZ MAUTINO,FRA
1251477,9157431,GRAND PARIS AMENAGEMENT,FRA
1251482,9157436,GREEN METALS FRANCE,FRA
1251483,9157437,GREEN METALS FRANCE,FRA
1251486,9157440,GREEN WITS,FRA
1251487,9157441,GREEN WITS,FRA
1251492,9157446,GROUPE BATIGE,FRA
1251493,9157447,GROUPE CANAL,FRA
1251494,9157448,GROUPE DES CYCLADES,FRA
1251495,9157449,GROUPE EURIVIM SAS,FRA
1251496,9157450,GROUPE INVEST,FRA
1251513,9157467,GSE,FRA
1251514,9157468,GSMC,FRA
1251517,9157471,HABITAT EN REGION GIE,FRA
1251518,9157472,HABITAT HAUTS DE FRANCE,FRA
1251519,9157473,HABITAT44,FRA
1251533,9157487,HARMAGHEDON SAS,FRA
1251535,9157489,HARVEY,FRA
1251536,9157490,HAUTS DE SEINE HABITAT,FRA
1251538,9157492,HDG AMENAGEMENT,FRA
1251543,9157497,helpline,FRA
1251544,9157498,helpline,FRA
1251563,9157517,HERTEL SAS,FRA
1251595,9157549,HOLDING VALAIZE,FRA
1251596,9157550,HOLLINGER,FRA
1251598,9157552,HORIZON SOFTWARE,FRA
1251611,9157565,HOYEZ,FRA
1251613,9157567,HUMADE GROUP,FRA
1251617,9157571,HYDROGEN AIRPORT SAS,FRA
1251621,9157575,I2F,FRA
1251622,9157576,I2SI,FRA
1251636,9157590,IDEMIA,FRA
1251637,9157591,IDEMIA,FRA
1251648,9157602,ILIAD,FRA
1251649,9157603,ILIAD,FRA
1251655,9157609,IMPERIS,FRA
1251658,9157612,INABATA FRANCE,FRA
1251659,9157613,INCAS PARTNERS,FRA
1251666,9157620,INETUM SOFTWARE FRANCE,FRA
1251676,9157630,INGEDIAG SAS,FRA
1251681,9157635,INGEROP CONSEIL INGENIERIE,FRA
1251686,9157640,INOVAN SAS,FRA
1251687,9157641,INSTITUT CULTUREL  FRANCO JAPONAIS,FRA
1251688,9157642,INSTITUT TECHNOLOGIQUE FCBA,FRA
1251691,9157645,INTERVENTION TECHNIQUE ET SERVICES France,FRA
1251695,9157649,IPSEN PHARMA SAS,FRA
1251704,9157658,ISL INGENIERIE,FRA
1251711,9157665,izeu,FRA
1251732,9157686,JFC FRANCE,FRA
1251733,9157687,JFC FRANCE,FRA
1251734,9157688,JMG PARTNERS,FRA
1251735,9157689,JOBARD SAS,FRA
1251737,9157691,JTEKT MACHINERY EUROPE,FRA
1251738,9157692,JTEKT MACHINERY EUROPE,FRA
1251748,9157702,KALIHOM PROMOTION,FRA
1251767,9157721,KAUFMAN AND BROAD IMMO SNC,FRA
1251773,9157727,KDDI FRANCE,FRA
1251774,9157728,KEM ONE SAS,FRA
1251775,9157729,KEOLIS GROUPE SAS,FRA
1251776,9157730,KEOLIS GROUPE SAS,FRA
1251777,9157731,KERMARREC PROMOTION,FRA
1251778,9157732,KERMARREC PROMOTION,FRA
1251828,9157782,KULZER FRANCE,FRA
1251829,9157783,KULZER FRANCE,FRA
1251857,9157811,KURARAY EUROPE FRANCE SARL,FRA
1251869,9157823,LA FRANÇAISE DES JEUX,FRA
1251870,9157824,LA SCIENCE,FRA
1251871,9157825,LA SCIENCE,FRA
1251872,9157826,LABORATOIRES RADIATEX,FRA
1251876,9157830,LASER SYSTEMS & SOLUTIONS OF EUROPE SAS,FRA
1251877,9157831,LASER SYSTEMS & SOLUTIONS OF EUROPE SAS,FRA
1251878,9157832,LE PRISME,FRA
1251886,9157840,LES COTEAUX SAS,FRA
1251890,9157844,LHABITATION CONFORTABLE,FRA
1251899,9157853,LISEA SAS,FRA
1251901,9157855,LMJ,FRA
1251903,9157857,LOFT DESIGN IMMOBILIER,FRA
1251905,9157859,LOGEM LOIRET,FRA
1251906,9157860,LOGIREP LOGISTIC,FRA
1251909,9157863,LOREAL SA,FRA
1251910,9157864,LOREAL SA,FRA
1251916,9157870,LVMH,FRA
1251921,9157875,MADO BATI SARL,FRA
1251924,9157878,MANAGEMENT PROJECTS,FRA
1251925,9157879,MANEXI SAS,FRA
1251930,9157884,MARTEK PROMOTION,FRA
1251934,9157888,MATCH BIDCO,FRA
1251935,9157889,MATCH BIDCO,FRA
1251942,9157896,me group gss,FRA
1251960,9157914,MERITECH SARL,FRA
1251964,9157918,MERZ PHARMA FRANCE SAS,FRA
1251978,9157932,mgid sarl,FRA
1251993,9157947,MIRAKL,FRA
1251994,9157948,MIRAKL,FRA
1251995,9157949,MIRION TECHNOLOGIES,FRA
1252009,9157963,Mitsui & Co. Europe PLC,FRA
1252010,9157964,Mitsui & Co. Europe PLC,FRA
1252013,9157967,"MITSUI AND CO EUROPE PLC, PARIS BRANCH",FRA
1252014,9157968,"MITSUI AND CO EUROPE PLC, PARIS BRANCH",FRA
1252028,9157982,MOBICAP RED,FRA
1252029,9157983,MOBICAP RED,FRA
1252035,9157989,MON JOB FRANCE HOLDING,FRA
1252036,9157990,MON LOGEMENT 27,FRA
1252040,9157994,MOSELIS,FRA
1252041,9157995,MOSELIS,FRA
1252065,9158019,NALDEO GROUP,FRA
1252066,9158020,NANTES METROPOLE HABITAT,FRA
1252068,9158022,NAVAL GROUP,FRA
1252072,9158026,NEC FRANCE,FRA
1252073,9158027,NEC FRANCE,FRA
1252085,9158039,NEOBRAIN,FRA
1252086,9158040,NERIS GROUPE,FRA
1252090,9158044,nexalia métropole,FRA
1252094,9158048,NGE SAS,FRA
1252095,9158049,nicoswitch,FRA
1252125,9158079,NIPRO PHARMAPACKAGING France,FRA
1252136,9158090,NODI,FRA
1252146,9158100,NOVACIS SAS,FRA
1252147,9158101,NOVADE SOLUTIONS EUROPE,FRA
1252168,9158122,OCEANIDE,FRA
1252172,9158126,ocy technologies,FRA
1252173,9158127,ocy technologies,FRA
1252175,9158129,OFFICE PUBLIC DE LHABITAT DU VAR,FRA
1252183,9158137,OMEGA DATA CENTERS,FRA
1252185,9158139,OPH PARTENORD HABITAT,FRA
1252186,9158140,opht est ensemble habitat,FRA
1252191,9158145,ORANO SA,FRA
1252192,9158146,ORANO SA,FRA
1252212,9158166,OXYA FRANCE,FRA
1252217,9158171,PANASONIC ELECTRIC WORKS SALES WESTERN EUROPE BV,FRA
1252223,9158177,Panasonic Heating&Ventilation Air-Conditioning France SAS,FRA
1252231,9158185,PAPREC METAL DECONSTRUCTION,FRA
1252234,9158188,PARIS HABITAT OPH,FRA
1252246,9158200,PERIER INGENIERIE,FRA
1252247,9158201,PERNOD RICARD SA,FRA
1252252,9158206,PHARMAFIELD GROUPE,FRA
1252253,9158207,PHARMASYNTHESE,FRA
1252254,9158208,PICOTY SA,FRA
1252258,9158212,PIERRE OCEANE,FRA
1252274,9158228,PLASTI-BAT,FRA
1252275,9158229,PLAZA IMMOBILIER HOLDING,FRA
1252276,9158230,pluxee international,FRA
1252285,9158239,PRAVDA ARKITECT,FRA
1252291,9158245,PROCIVIS SAVOIE,FRA
1252296,9158250,PROVENCE SERVICE INTERIM,FRA
1252309,9158263,QUANIM,FRA
1252318,9158272,RATP HABITAT,FRA
1252324,9158278,REGION PROVENCE ALPES COTE DAZUR,FRA
1252326,9158280,RENAULT SAS,FRA
1252327,9158281,RENAULT SAS,FRA
1252329,9158283,REPUBLIC TECHNOLOGIES INTERNATIONAL SAS,FRA
1252331,9158285,RESEAU DE TRANSPORT DELECTRICITE (RTE),FRA
1252332,9158286,RESIDENCE,FRA
1252334,9158288,RISK CONTROL,FRA
1252346,9158300,rokh,FRA
1252348,9158302,ROQUETTE FRERES,FRA
1252371,9158325,SA HLM LA ROSERAIE,FRA
1252373,9158327,SADEL INGENIERIE,FRA
1252375,9158329,Safran S.A,FRA
1252377,9158331,SAIMV,FRA
1252379,9158333,SALAMANDRE,FRA
1252387,9158341,SANDEN MANUFACTURING,FRA
1252388,9158342,SANDEN MANUFACTURING,FRA
1252395,9158349,sandenvendo gmbh France,FRA
1252396,9158350,sandenvendo gmbh France,FRA
1252414,9158368,SAP FRANCE,FRA
1252415,9158369,SAP FRANCE,FRA
1252422,9158376,SAS CARB0N,FRA
1252423,9158377,SAT FRANCE,FRA
1252424,9158378,SATO FRANCE,FRA
1252425,9158379,SATO FRANCE,FRA
1252427,9158381,SAUR,FRA
1252428,9158382,SAUR,FRA
1252429,9158383,SCALIAN,FRA
1252441,9158395,SCHNEIDER ELECTRIC INDUSTRIES SAS,FRA
1252442,9158396,SCHNEIDER ELECTRIC INDUSTRIES SAS,FRA
1252453,9158407,SCI BELVEDERE ALMA,FRA
1252454,9158408,SCI BELVEDERE ALMA,FRA
1252455,9158409,SCI BRINGSOL,FRA
1252456,9158410,SCI LOG ORLEANS 2,FRA
1252457,9158411,SCI LOG ORLEANS 2,FRA
1252458,9158412,SCI LOG ORLEANS 2,FRA
1252459,9158413,SCI NEOMA CAMPUS PORT COLBERT,FRA
1252465,9158419,SECO FRANCE,FRA
1252476,9158430,SEMAPA,FRA
1252478,9158432,SEMSAMAR,FRA
1252479,9158433,SEQUANS COMMUNICATION,FRA
1252484,9158438,SETEC CONSULTANTS,FRA
1252485,9158439,SETEC CONSULTANTS,FRA
1252486,9158440,SETEC CONSULTANTS,FRA
1252516,9158470,SLM SOLUTIONS FRANCE,FRA
1252524,9158478,SMART4 ENGINEERING,FRA
1252531,9158485,SMSTIC,FRA
1252534,9158488,SNCF VOYAGEURS,FRA
1252535,9158489,SNCF VOYAGEURS,FRA
1252536,9158490,SNIC TECHNOLOGIES,FRA
1252537,9158491,SOC ANONYME ECONOMIE MIXTE DE LA NIEVRE,FRA
1252542,9158496,SOCIETE CENTRALE PREVOIR,FRA
1252543,9158497,société de la mobilité de laggglomération toulousaine (Tisseo Ingenierie),FRA
1252544,9158498,SOCIETE DEQUIPEMENT DE LA REGION MONTPELLIERAINE (SERM),FRA
1252545,9158499,societe dequipement du rhone et de lyon,FRA
1252546,9158500,SOCIETE FONCIERE FERROVIAIRE INDUSTRIELLE ET TERTIAIRE 1  S2FIT1,FRA
1252548,9158502,SOCIETE NATIONALE D ESPACES FERROVIAIRES SNEF,FRA
1252549,9158503,SOCIETE PUBLIQUE LOCALE DEUX RIVES,FRA
1252551,9158505,SODACEN,FRA
1252554,9158508,SOFTWAY MEDICAL,FRA
1252555,9158509,sogestran,FRA
1252558,9158512,SOLEAM,FRA
1252562,9158516,SOLIDEO SOCIETE DE LIVRAISON DES OUVRAGES OLYMPIQUES,FRA
1252566,9158520,SOLVAY FRANCE,FRA
1252575,9158529,SOPARDI,FRA
1252576,9158530,SOPRA STERIA GROUP,FRA
1252577,9158531,SP2SE,FRA
1252578,9158532,SPEDDING RESEARCH SOLUTIONS,FRA
1252579,9158533,SPEDDING RESEARCH SOLUTIONS,FRA
1252581,9158535,SPIE BATIGNOLLES,FRA
1252582,9158536,SPIE BATIGNOLLES,FRA
1252584,9158538,SPL DELTA 3,FRA
1252585,9158539,SPLA-IN AIX MARSEILLE PROVENCE,FRA
1252600,9158554,STE Roy,FRA
1252610,9158564,STEF,FRA
1252611,9158565,STELLANTIS N.V,FRA
1252642,9158596,SUEZ GROUPE,FRA
1252644,9158598,SUMI AGRO FRANCE SAS,FRA
1252659,9158613,SUMIRIKO RUBBER COMPOUNDING FRANCE SAS,FRA
1252660,9158614,SUMIRIKO RUBBER COMPOUNDING FRANCE SAS,FRA
1252664,9158618,SUMITOMO CHEMICAL AGRO EUROPE,FRA
1252665,9158619,SUMITOMO CHEMICAL AGRO EUROPE,FRA
1252680,9158634,SUMITOMO FRANCE SAS,FRA
1252681,9158635,SUMITOMO FRANCE SAS,FRA
1252700,9158654,SWS ENGINEERING FRANCE,FRA
1252701,9158655,SYNERAIL,FRA
1252702,9158656,SYNERAIL,FRA
1252718,9158672,TAKKE,FRA
1252728,9158682,TECHNETICS GROUP FRANCE,FRA
1252729,9158683,TECHNIP ENERGIES FRANCE,FRA
1252730,9158684,TECHNIP ENERGIES FRANCE,FRA
1252741,9158695,TELEDIFFUSION DE FRANCE,FRA
1252742,9158696,TELEDIFFUSION DE FRANCE,FRA
1252743,9158697,TELEDIFFUSION DE FRANCE,FRA
1252744,9158698,TELEHOUSE INTERNATIONAL CORPORATION,FRA
1252751,9158705,Tepsa Infra,FRA
1252752,9158706,TERSEA,FRA
1252757,9158711,TEXALLIANCE,FRA
1252759,9158713,THALES SA,FRA
1252760,9158714,THALES SA,FRA
1252761,9158715,THERMOCOAX,FRA
1252762,9158716,THERMOCOAX,FRA
1252767,9158721,THIES SARL,FRA
1252769,9158723,THOM GROUP,FRA
1252770,9158724,THREE BOND EUROPE SAS,FRA
1252778,9158732,TIBURON,FRA
1252781,9158735,TOIT ET JOIE SA DHLM,FRA
1252783,9158737,TOLEFI PROMOTIONS,FRA
1252796,9158750,TOSHIBA TEC EUROPE IMAGING SYSTEMS SA,FRA
1252797,9158751,TOSHIBA TEC EUROPE IMAGING SYSTEMS SA,FRA
1252801,9158755,TOTALITY AMENAGEMENT,FRA
1252802,9158756,TOYO INK EUROPE SPECIALTY CHEMICALS,FRA
1252829,9158783,TOYOTA FRANCE,FRA
1252830,9158784,TOYOTA FRANCE,FRA
1252849,9158803,TOYOTA MOTOR MANUFACTURING FRANCE,FRA
1252850,9158804,TOYOTA MOTOR MANUFACTURING FRANCE,FRA
1252857,9158811,TOYOTA TSUSHO EUROPE France,FRA
1252858,9158812,TOYOTA TSUSHO EUROPE France,FRA
1252875,9158829,TOYOTOMI EUROPE SAS,FRA
1252876,9158830,TOYOTOMI EUROPE SAS,FRA
1252881,9158835,TRANSDEV GROUP,FRA
1252902,9158856,TYO SASU,FRA
1252917,9158871,UNIVI,FRA
1252918,9158872,URBABREIZH,FRA
1252919,9158873,URBANIS AMENAGEMENT,FRA
1252931,9158885,VALLOUREC TUBES SAS,FRA
1252932,9158886,valode et pistre architectes,FRA
1252942,9158896,VENCOREX HOLDING,FRA
1252943,9158897,VENCOREX HOLDING,FRA
1252944,9158898,Vendée logement ESH,FRA
1252956,9158910,VIGIANS,FRA
1252960,9158914,VIRIDIEN,FRA
1252961,9158915,VME PLB,FRA
1252987,9158941,west promotion,FRA
1253000,9158954,WILMOTTE & ASSOCIES SAS DARCHITECTURE,FRA
1253001,9158955,WILMOTTE & ASSOCIES SAS DARCHITECTURE,FRA
1253006,9158960,WORLDLINE SA,FRA
1253037,9158991,YSEIS,FRA
1263557,9170005,ISDEL ENERGY SAS,FRA
1263558,9170006,ISDEL ENERGY SAS,FRA
1263652,9170100,MONTMIRAIL SA,FRA
1263653,9170101,MONTMIRAIL SA,FRA
1263654,9170102,MONTMIRAIL SA,FRA
1263655,9170103,MONTMIRAIL SA,FRA
1263662,9170110,NASCO FRANCE SOCIETE ANONYME FRANCE,FRA
1263663,9170111,"Nasco France Societe Anonyme, France",FRA
1263857,9170305,VERSPIEREN GLOBAL MARKETS,FRA
1263898,9170346,Alstom S.A.,FRA
1263915,9170363,BOUYGUES CONSTRUCTION,FRA
1263937,9170385,FROMAGERIE BEL,FRA
1263980,9170428,ORANO SA,FRA
1264014,9170462,SUEZ,FRA
1264054,9170502,2CRSI,FRA
1264284,9170732,AGIPI POUR SON PROPRE COMPTE ET CELUI DAGIPI RETRAITE,FRA
1264337,9170785,Air Liquide S.A.,FRA
1264418,9170866,ALIENOR CAPITAL,FRA
1264566,9171014,ANTALIS,FRA
1264656,9171104,ARDI SAS,FRA
1264674,9171122,ARJOBEX HOLDING,FRA
1264758,9171206,ASSOCIATION GPBF,FRA
1264770,9171218,ASTORG GROUP S.à R.L.,FRA
1264827,9171275,AURICKX CAPITAL,FRA
1265138,9171586,ECM GROUP,FRA
1265145,9171593,ECOTONE HOLDCO I SAS,FRA
1265267,9171715,EMITECH,FRA
1265284,9171732,EMZ PARTNERS,FRA
1265306,9171754,ENGIE GLOBAL MARKETS,FRA
1265411,9171859,EURALIS HOLDING,FRA
1265423,9171871,EUROTOP,FRA
1265436,9171884,EVEN FO,FRA
1265442,9171890,EVERNEX GROUP,FRA
1265614,9172062,FIDUCIAL GÉRANCE,FRA
1265623,9172071,Fillaud Sas,FRA
1265632,9172080,FINANCIERE FLORE,FRA
1265633,9172081,FINANCIERE POCH,FRA
1265634,9172082,FINANCIERE SAFADI,FRA
1265635,9172083,FINANCIÈRE TIEPOLO,FRA
1265778,9172226,FORNACIS TOPCO,FRA
1265873,9172321,FT Invest,FRA
1265906,9172354,FUTURE POSITIVE CAPITAL,FRA
1265907,9172355,FUTURE POSITIVE CAPITAL,FRA
1265908,9172356,FUTURE POSITIVE CAPITAL,FRA
1265909,9172357,FUTURE POSITIVE CAPITAL,FRA
1265943,9172391,GALILEO PARTNERS,FRA
1265965,9172413,GARDEL,FRA
1266072,9172520,GIE CARTES BANCAIRES,FRA
1266073,9172521,GIE UNOFI GESTION,FRA
1266218,9172666,GPI (GERARD PERRIER INDUSTRIE),FRA
1266282,9172730,GROUND CONTROL,FRA
1266291,9172739,GROUPE ADEO,FRA
1266294,9172742,GROUPE MACO PHARMA (GMPI),FRA
1266295,9172743,GROUPE PIERRE ET VACANCES,FRA
1266510,9172958,HEF,FRA
1266614,9173062,HMG FINANCE,FRA
1266631,9173079,HOLDING DUCLAUD,FRA
1266632,9173080,HOLDING VIDON,FRA
1266813,9173261,IGUAL,FRA
1266889,9173337,NOVOFERM,FRA
1266941,9173389,O.E MANAGEMENT COMPANY,FRA
1266999,9173447,"ONA ELECTROEROSION, SA",FRA
1267147,9173595,PAEONIA,FRA
1267304,9173752,PEPPERBAY (XYMOX SYSTEM),FRA
1267315,9173763,PERGAM FRANCE,FRA
1267320,9173768,PERNOD RICARD SA,FRA
1267467,9173915,PO SCANDEX,FRA
1267472,9173920,POINCARE GESTION,FRA
1267521,9173969,POSEIDON BIDCO tant pour son compte quepour le compte de BAIH et INGENICO,FRA
1267555,9174003,PREJEANCE INDUSTRIAL,FRA
1267646,9174094,PRUDENTIA CAPITAL,FRA
1267715,9174163,QUADIENT SA,FRA
1267828,9174276,RAUTUREAU APPLE SHOES,FRA
1268011,9174459,RIJK ZWAAN,FRA
1268153,9174601,RULLIER TANT POUR SON COMPTE QUE POUR LECOMPTE DE BOIS DECO,FRA
1268196,9174644,SA LION FINOR,FRA
1268217,9174665,SAGARD SAS,FRA
1268218,9174666,SAGARD SAS,FRA
1268220,9174668,SAGEMCOM SAS,FRA
1268260,9174708,SANDAYA INVESTISSEMENTS,FRA
1268281,9174729,SARL ALANDIA,FRA
1268319,9174767,Schick Asset Management SAM,FRA
1268392,9174840,SEPTEO HR SOLUTIONS,FRA
1268518,9174966,SIMONE PERELE SA,FRA
1268623,9175071,SOCIETE DYONISIENNE DE GERANCE LOCATIVE,FRA
1268624,9175072,SOCIETE GENERALE (S.A ) (PARIS) MERKEZI FR,FRA
1268627,9175075,SOCIETE INTERNATIONALE DETELECOMMUNICATIONS AERONAUTIQUES S.C,FRA
1268631,9175079,SOFINNOVA PARTNERS,FRA
1268632,9175080,SOFINNOVA PARTNERS,FRA
1268817,9175265,BPCE,FRA
1268830,9175278,CASA,FRA
1268831,9175279,CASA,FRA
1268842,9175290,CDC (Caisse des dépôts),FRA
1268866,9175314,CNP ASSURANCES,FRA
