,Ref_x,Subject,Locale_processed
722333,7327281,Nordic Solar A/S,DEU
722334,7327282,Nordic Solar A/S,DEU
722358,7327306,Nikolaus Sorg Gesellschaf,DEU
722390,7327338,Neumo GmbH + Co. KG,DEU
722484,7327432,Munz-Magenwirth Beteiligu,DEU
722485,7327433,Munzing Chemie GmbH,DEU
722489,7327437,MULTIVAC Sepp Haggenmuell,DEU
722493,7327441,Müllerstraße 168 GmbH,DEU
722494,7327442,Müllerstraße 168 GmbH,DEU
722495,7327443,Müller-BBM VibroAkustik S,DEU
722496,7327444,Müller-BBM Industry Solut,DEU
722497,7327445,Müller-BBM Akustik Techno,DEU
722498,7327446,Müller BBM AG,DEU
722510,7327458,MSC Germany SA & Co KG,DEU
722511,7327459,MSC Germany SA & Co KG,DEU
722512,7327460,MSC Germany SA & Co KG,DEU
722513,7327461,MSC Germany SA & Co KG,DEU
722559,7327507,Mondelez Deutschland Serv,DEU
722567,7327515,MöllerGroup GmbH,DEU
722571,7327519,MoldTecs-01-2022 GmbH,DEU
722591,7327539,Mitsubishi Power Europe G,DEU
722616,7327564,Mineralölverbundleitung G,DEU
722628,7327576,Miltenyi Biotec B.V. & Co,DEU
722641,7327589,Midsona Deutschland GmbH,DEU
722646,7327594,MIDAS Pharma GmbH,DEU
722691,7327639,Messer SE & Co. KGaA,DEU
722692,7327640,Messer SE & Co. KGaA,DEU
722693,7327641,Messer SE & Co. KGaA,DEU
722694,7327642,MESSER INDUSTRIEGASE GMBH,DEU
722695,7327643,Messer Griesheim Group Gm,DEU
722700,7327648,Merkel Jagd- und Sportwaf,DEU
722710,7327658,Merck KGaA*,DEU
722711,7327659,Mercedes Benz AG,DEU
722712,7327660,Mercedes Benz AG,DEU
722713,7327661,Mercedes Benz AG,DEU
722714,7327662,Mercedes Benz AG,DEU
722726,7327674,Melitta Unternehmensgrupp,DEU
722727,7327675,Melitta Beratungs u Verwa,DEU
722739,7327687,MEIKO Konservenfabrik Fra,DEU
722782,7327730,MAX STREICHER GMBH & CO.,DEU
722786,7327734,Mauser Industrieverpackun,DEU
722796,7327744,Mastotuuli Oy,DEU
722819,7327767,Marquardt GmbH,DEU
722829,7327777,Maritime Technical GmbH,DEU
722842,7327790,Margariti Single Member S,DEU
722858,7327806,Mannesmann Stainless Tube,DEU
722859,7327807,Mann + Hummel GmbH,DEU
722860,7327808,Mann + Hummel GmbH,DEU
722886,7327834,MAHLE AG,DEU
722887,7327835,MAHLE AG,DEU
722888,7327836,MAHLE AG,DEU
722915,7327863,Mack Rides GmbH Co KG,DEU
722952,7327900,Lumivaaran Tuulivoima Oy,DEU
722956,7327904,Lufthansa Systems GmbH,DEU
722957,7327905,Ludwig Weinrich GmbH and,DEU
722958,7327906,Ludwig Stocker Hofpfister,DEU
722963,7327911,LTS LOHMANN Therapie-Syst,DEU
722965,7327913,LTB Leitungsbau GmbH,DEU
722967,7327915,LSF11 Skyscraper Topco S.,DEU
722968,7327916,LSF11 Skyscraper Topco S.,DEU
722982,7327930,Losberger De Boer Holding,DEU
723002,7327950,Lokomotion Gesellschaft f,DEU
723004,7327952,Logwin Holding Aschaffenb,DEU
723032,7327980,Lintas GmbH,DEU
723035,7327983,Linhardt GmbH and Co KG,DEU
723039,7327987,LINDE HYDRAULICS GMBH,DEU
723067,7328015,LEUCO AG,DEU
723089,7328037,Lehel Solar Kft,DEU
723090,7328038,Le-go Bekleidungswerke In,DEU
723114,7328062,LBBW Immobilien Managemen,DEU
723116,7328064,Laurens Spethmann Holding,DEU
723126,7328074,Lapp Real Estate Ludwigsb,DEU
723139,7328087,Landeshauptstadt München,DEU
723175,7328123,LA VOIE VERTE,DEU
723199,7328147,Kufner Holding GmbH,DEU
723201,7328149,KTR Systems GmbH,DEU
723208,7328156,Kromberg & Schubert Autom,DEU
723213,7328161,KraussMaffei Group GmbH,DEU
723215,7328163,Kråktorpet Wind Farm AB,DEU
723220,7328168,Korkeakangas Wind Oy,DEU
723226,7328174,Korber AG,DEU
723246,7328194,KombiRail Europe B.V.,DEU
723248,7328196,Kolbenschmidt Pistons Ger,DEU
723252,7328200,KOB GmbH,DEU
723255,7328203,Knorr Bremse AG,DEU
723258,7328206,KNF Neuberger GmbH,DEU
723259,7328207,Knape Gruppe Holding GmbH,DEU
723268,7328216,Klinikum Stuttgart,DEU
723269,7328217,Klinikum Memmingen AoR,DEU
723270,7328218,Klinikum Main Spessart,DEU
723271,7328219,Klingspor AG,DEU
723275,7328223,KLEIBERIT SE & Co. KG,DEU
723279,7328227,Klasmann-Deilmann GmbH,DEU
723285,7328233,KION Group,DEU
723294,7328242,Kinetics Germany GmbH,DEU
723304,7328252,Kiekert Aktiengesellschaf,DEU
723307,7328255,KG Allgemeine Leasing Gmb,DEU
723362,7328310,Katjes Holding GmbH & Co.,DEU
723363,7328311,Katjes Holding GmbH & Co.,DEU
723364,7328312,KATHREIN SE,DEU
723366,7328314,Kasto Maschinenbau GmbH u,DEU
723368,7328316,Kässbohrer Geländefahrzeu,DEU
723376,7328324,Karl Leibinger SE & Co. K,DEU
723386,7328334,KAP AG,DEU
723391,7328339,KAMAX Holding GmbH & Co.,DEU
723410,7328358,K + S AG,DEU
723411,7328359,K + S AG,DEU
723412,7328360,K + S AG,DEU
723451,7328399,JOH. GOTTFR. SCHUETTE GMB,DEU
723458,7328406,JK Holding GmbH,DEU
723507,7328455,J.G. Anschuetz GmbH & Co.,DEU
723532,7328480,ITM Isotope Technologies,DEU
723533,7328481,ITM Isotope Technologies,DEU
723584,7328532,INVER GENERACION 1 SL.,DEU
723683,7328631,Industriebahnhof Stadt St,DEU
723696,7328644,Index Werke GmbH & Co KG,DEU
723753,7328701,IEE SA As hitechlux Sarl,DEU
723779,7328727,ibis Umwelttechnik GmbH,DEU
723816,7328764,HYDRO Systems GmbH & Co.,DEU
723829,7328777,Hüpeden & CO (GmbH & Co.),DEU
723830,7328778,Hüpeden & CO (GmbH & Co.),DEU
723832,7328780,Huntex GmbH,DEU
723839,7328787,Huhtamaki Consumer Goods,DEU
723840,7328788,Hugo Kern und Liebers Gmb,DEU
723841,7328789,Hugo Boss,DEU
723842,7328790,Hugenroth Beteiligungs Gm,DEU
723843,7328791,Huf Hulsbeck & Furst GmbC,DEU
723845,7328793,Huesker Synthetic GmbH,DEU
723859,7328807,HPREF II Revaler Investme,DEU
723860,7328808,HPREF II Revaler Investme,DEU
723900,7328848,Hoerbiger Deutschland Hol,DEU
723901,7328849,Hoerbiger Deutschland Hol,DEU
723906,7328854,HME BRASS GERMANY GMBH,DEU
723916,7328864,HISTORISCHE S-BAHN E.V.,DEU
723919,7328867,Hirschvogel Holding GmbH,DEU
723924,7328872,Hines Immobilien GmbH,DEU
723930,7328878,HILLWOOD INTERNATIONAL IN,DEU
723931,7328879,HILLWOOD INTERNATIONAL IN,DEU
723932,7328880,HILLWOOD INTERNATIONAL IN,DEU
723933,7328881,HILLWOOD INTERNATIONAL IN,DEU
723955,7328903,HESSISCHE LANDESBAHN GESE,DEU
723956,7328904,HESSISCHE LANDESBAHN GESE,DEU
723961,7328909,Herrenknecht AG,DEU
723962,7328910,HEROS RAIL RENT GMBH,DEU
723977,7328925,HENKEL AG & CO KGAA,DEU
723978,7328926,HENKEL AG & CO KGAA,DEU
723979,7328927,HENKEL AG & CO KGAA,DEU
723980,7328928,HENKEL AG & CO KGAA,DEU
723983,7328931,HELROM GMBH,DEU
723989,7328937,Heller Holding SE & Co. K,DEU
723999,7328947,Hella KG Hueck & Co,DEU
724000,7328948,Hella KG Hueck & Co,DEU
724004,7328952,HELIOENERGEIA KOSSOU S.A.,DEU
724007,7328955,Hela Gewürzwerk Hermann L,DEU
724013,7328961,Heidelberg Engineering Gm,DEU
724015,7328963,Heckler & Koch GmbH,DEU
724051,7328999,Hans Wrage und Co. GmbH,DEU
724064,7329012,Hamburger Hafen- und Logi,DEU
724079,7329027,Hafenwärme GmbH und Co. K,DEU
724080,7329028,Haefen- und Gueterverkehr,DEU
724082,7329030,Hackforth Holding GmbH &,DEU
724083,7329031,Hack AG,DEU
724093,7329041,Haapajärven Välikankaan T,DEU
724120,7329068,GST Global GmbH,DEU
724122,7329070,GS Engineering GmbH,DEU
724182,7329130,Groenland Kip,DEU
724192,7329140,Greiffenberger AG,DEU
724246,7329194,Götz-Management-Holding A,DEU
724253,7329201,Goodbaby Europe GmbH and,DEU
724261,7329209,Goldhofer AG,DEU
724263,7329211,"GOLDALQUEVA, S.A.",DEU
724271,7329219,GNT International BV,DEU
724272,7329220,GMT-Gummi-Metall-Technik,DEU
724290,7329238,GlasfaserPlus Holding Gmb,DEU
724291,7329239,Glasfaser NordWest GmbH &,DEU
724302,7329250,GKW Consult GmbH,DEU
724336,7329284,GERRY WEBER International,DEU
724337,7329285,Gerresheimer AG,DEU
724339,7329287,German LNG GmbH,DEU
724340,7329288,German LNG GmbH,DEU
724342,7329290,geox GmbH,DEU
724352,7329300,Geo Group GmbH,DEU
724356,7329304,GenSys GmbH,DEU
724373,7329321,Gebrüder Knauf KG,DEU
724374,7329322,Gebr. Roechling KG,DEU
724376,7329324,GEA Group AG,DEU
724377,7329325,GEA Group AG,DEU
724378,7329326,GEA Group AG,DEU
724382,7329330,GD Towers Holding GmbH,DEU
724462,7329410,Futrue GmbH,DEU
724471,7329419,FUCHS SE,DEU
724482,7329430,Fritz Schafer GmbH & Co K,DEU
724483,7329431,Fritz Schafer GmbH & Co K,DEU
724496,7329444,Freudenberg & Co. KG,DEU
724497,7329445,Freudenberg & Co. KG,DEU
724498,7329446,Freudenberg & Co. KG,DEU
724499,7329447,Freudenberg & Co. KG,DEU
724500,7329448,Freudenberg & Co. KG,DEU
724510,7329458,Fraunhofer-Gesellschaft,DEU
724511,7329459,Fraunhofer-Gesellschaft,DEU
724515,7329463,FRANKEN BRUNNEN GmbH u Co,DEU
724516,7329464,FRANKEN BRUNNEN GmbH u Co,DEU
724520,7329468,FRAMATOME GMBH,DEU
724562,7329510,FONDIUM B V & CO KG,DEU
724578,7329526,FLUGHAFENGESELLSCHAFT MOE,DEU
724579,7329527,Flughafen Düsseldorf GmbH,DEU
724588,7329536,Flint Group GmbH,DEU
724589,7329537,Flint Group GmbH,DEU
724590,7329538,Flint Group GmbH,DEU
724599,7329547,Fleisch-Krone-Feinkost Gm,DEU
724608,7329556,FIT AG,DEU
724646,7329594,Fiege Logistik Stiftung &,DEU
724665,7329613,FERRERO DEUTSCHLAND,DEU
724675,7329623,Ferdinand Bilstein Jr Gmb,DEU
724680,7329628,Felix Bottcher GmbH & Co,DEU
724683,7329631,Federnfabrik Subtil Gesel,DEU
724697,7329645,Fayat Bomag GmbH & Co Unt,DEU
724742,7329690,ewz Vindpark Anglarna AB,DEU
724743,7329691,ewz Stigafjellet Vind AS,DEU
724744,7329692,Ewz Måkaknuten Vind AS,DEU
724746,7329694,EWN Entsorgungswerk für N,DEU
724751,7329699,EVONIK Industries AG *,DEU
724752,7329700,EVONIK Industries AG *,DEU
724753,7329701,EVONIK Industries AG *,DEU
724754,7329702,EVONIK Industries AG *,DEU
724755,7329703,EVONIK Industries AG *,DEU
724756,7329704,EVONIK Industries AG *,DEU
724757,7329705,EVONIK Industries AG *,DEU
724758,7329706,EVONIK Industries AG *,DEU
724785,7329733,Eurogate GmbH and Co KGaA,DEU
724786,7329734,EUROGATE CONTAINER TERMIN,DEU
724792,7329740,EUROATLAS GmbH,DEU
724797,7329745,EurimPharm Verwaltungs-Gm,DEU
724798,7329746,EurimPharm Arzneimittel G,DEU
724800,7329748,ETO GRUPPE Beteiligungen,DEU
724812,7329760,ET Elastomer Technik GmbH,DEU
724816,7329764,Essmann Gebäudetechnik Gm,DEU
724839,7329787,Ernst Umformtechnik GmbH,DEU
724848,7329796,Erich Jaeger GmbH & Co. K,DEU
724852,7329800,Erdrich Beteiligungs-Hold,DEU
724876,7329824,EQ Finance Torvenkylan Gm,DEU
724891,7329839,EOS HOLDING AKTIENGESELLS,DEU
724893,7329841,EnviTec Biogas AG,DEU
724901,7329849,Entsorgungszentrum Düssel,DEU
724927,7329875,Energiedenker GmbH & Co.,DEU
725033,7329981,EL SALOBRAL HIVE SL,DEU
725034,7329982,EKZ Renewables Deutschlan,DEU
725035,7329983,EKW GmbH,DEU
725038,7329986,Eissmann Automotive Deuts,DEU
725040,7329988,Eintracht Frankfurt Stadi,DEU
725052,7330000,EEW Energy from Waste Hel,DEU
725053,7330001,EEW Energy from Waste Hel,DEU
725054,7330002,EEW Energy from Waste Del,DEU
725055,7330003,eepos GmbH,DEU
725081,7330029,Edeka Südwest,DEU
725098,7330046,ECOBAT Resources Germany,DEU
725105,7330053,EBL GMBH,DEU
725107,7330055,Eaton Holding SE & Co. KG,DEU
725108,7330056,Eaton Holding SE & Co. KG,DEU
725136,7330084,E On Se,DEU
725137,7330085,E On Se,DEU
725138,7330086,E On Se,DEU
725139,7330087,E On Se,DEU
725142,7330090,DyStar Colours Distributi,DEU
725143,7330091,DyStar Colours Distributi,DEU
725182,7330130,DRK Deutsches Rotes Kreuz,DEU
725189,7330137,Drägerwerk AG,DEU
725190,7330138,Drägerwerk AG,DEU
725194,7330142,Dr. Fritz Faulhaber GmbH,DEU
725195,7330143,Dr Schaer Deutschland Gmb,DEU
725196,7330144,Dr Kurt Wolff GmbH & Co K,DEU
725197,7330145,DR JOHANNES HEIDENHAIN Gm,DEU
725198,7330146,DR JOHANNES HEIDENHAIN Gm,DEU
725199,7330147,DPI Deutschland Plus Inve,DEU
725238,7330186,DMB Dr. Dieter Murmann Be,DEU
725253,7330201,Dirkshof Estonia OU,DEU
725254,7330202,Dirk Rossmann GmbH,DEU
725269,7330217,Dieffenbacher GmbH Maschi,DEU
725298,7330246,Deutsches Forschungszentr,DEU
725304,7330252,"Deutsche Bank, AG Frankfu",DEU
725370,7330318,DB SYSTEL GMBH,DEU
725374,7330322,DB InfraGO Aktiengesellsc,DEU
725375,7330323,DB InfraGO Aktiengesellsc,DEU
725376,7330324,DB InfraGO Aktiengesellsc,DEU
725377,7330325,DB InfraGO Aktiengesellsc,DEU
725378,7330326,DB InfraGO AG,DEU
725379,7330327,DB InfraGO AG,DEU
725380,7330328,DB InfraGO AG,DEU
725381,7330329,DB Fahrzeuginstandhaltung,DEU
725397,7330345,Data Modul Ag,DEU
725432,7330380,Daldrup & Sohne AG,DEU
725437,7330385,DAIMLER TRUCKS HOLDING AG,DEU
725438,7330386,DAIMLER TRUCKS HOLDING AG,DEU
725439,7330387,DAIMLER TRUCKS HOLDING AG,DEU
725440,7330388,DAIMLER TRUCKS HOLDING AG,DEU
725461,7330409,CV MK23 Frankfurt GmbH,DEU
725469,7330417,Currenta GmbH Co OHG,DEU
725470,7330418,Currenta GmbH Co OHG,DEU
725471,7330419,Currenta GmbH Co OHG,DEU
725492,7330440,Crown I Development GmbH,DEU
725493,7330441,Crown I Development GmbH,DEU
725521,7330469,Covestro AG,DEU
725522,7330470,Covestro AG,DEU
725523,7330471,Covestro AG,DEU
725570,7330518,Corden Pharma GmbH,DEU
725625,7330573,Condor Schutz- und Sicher,DEU
725640,7330588,COMPO Expert GmbH,DEU
725698,7330646,Coatinc Company Holding G,DEU
725729,7330677,Claudius Peters Group Gmb,DEU
725785,7330733,Chiron Werke GmbH u Co KG,DEU
725793,7330741,Chiemsee-Schifffahrt Ludw,DEU
725795,7330743,Cheplapharm SE,DEU
725813,7330761,Charite Universitatsmed,DEU
725853,7330801,CeramTec Group GmbH,DEU
725857,7330805,Centrothern Cleas Solutio,DEU
725947,7330895,Carl Kuhne GmbH & Co KG,DEU
725948,7330896,Carl Kuhne GmbH & Co KG,DEU
725949,7330897,Carl Cloos Schweißtechnik,DEU
725976,7330924,Canyon Bicycles GmbH,DEU
726032,7330980,CAELUM RENOVABLES SOCIEDA,DEU
726049,7330997,C.A. Leuze GmbH + Co. KG,DEU
726050,7330998,C.A. Leuze GmbH + Co. KG,DEU
726051,7330999,C. Melchers GmbH &Co.,DEU
726052,7331000,C.H. Boehringer Sohn,DEU
726097,7331045,Brunel GmbH,DEU
726168,7331116,BRAIN Biotech AG,DEU
726185,7331133,Bosch Tiernahrung GmbH,DEU
726186,7331134,Bosch Tiernahrung GmbH,DEU
726219,7331167,BMZ Holding GmbH,DEU
726246,7331194,BKW Wind Service GmbH,DEU
726249,7331197,Bjerkreim Vind AS,DEU
726281,7331229,Biogeen GmbH,DEU
726283,7331231,BIOCHEM Zusatzstoffe Hand,DEU
726284,7331232,BIOCHEM Zusatzstoffe Hand,DEU
726307,7331255,BF73 Hamburg Maritime Rea,DEU
726336,7331284,Berger Holding Beteiligun,DEU
726346,7331294,Benteler Automobiltechnik,DEU
726365,7331313,BEHALA Berliner Hafen und,DEU
726387,7331335,BayWa Aktiengesellschaft,DEU
726391,7331339,Bayerische Motoren Werke,DEU
726392,7331340,Bayerische Motoren Werke,DEU
726393,7331341,Bayerische Motoren Werke,DEU
726424,7331372,Barmosen Green Power K/S,DEU
726458,7331406,Bahlsen GmbH & Co KG 30,DEU
726459,7331407,Bahlsen GmbH & Co KG 30,DEU
726460,7331408,Bahlsen GmbH & Co KG 30,DEU
726469,7331417,Bader GmbH & Co,DEU
726486,7331434,B. BRAUN MELSUNGEN AG,DEU
726487,7331435,B. BRAUN MELSUNGEN AG,DEU
726545,7331493,Auto-Kabel Management Gmb,DEU
726547,7331495,autobahnplus A8 GmbH,DEU
726548,7331496,AUTO1 Group GmbH,DEU
726601,7331549,Atmo TopCo GmbH,DEU
726694,7331642,ARVOS SCHMIDTSCHE SCHAACK,DEU
726695,7331643,ARVOS Ljungström GmbH,DEU
726696,7331644,ARVOS BIDCO. SÁRL,DEU
726711,7331659,ARRK Engineering GmbH,DEU
726721,7331669,Armaturen Albert Richter,DEU
726722,7331670,ARLANXEO HOLDING BV,DEU
726750,7331698,ARDAGH GLASSGMBH,DEU
726781,7331729,Aquila Capital Investment,DEU
726843,7331791,Andreas Stihl AG & Co. KG,DEU
726844,7331792,Andreas Stihl AG & Co. KG,DEU
726876,7331824,Åmot-Lingbo Vindkraft AB,DEU
726882,7331830,AMF-Bruns GmbH & Co. KG,DEU
726894,7331842,Amann Girrbach AG,DEU
726899,7331847,alupress GmbH,DEU
726909,7331857,Altmärker Fleisch- und Wu,DEU
727040,7331988,Air Liquide Deutschland G,DEU
727081,7332029,AGAPLESION BETHESDA KLINI,DEU
727096,7332044,Aerzener Maschinenfabrik,DEU
727125,7332073,Advanced Nuclear Fuels Gm,DEU
727139,7332087,Adolf Wurth GmbH & Co KG,DEU
727140,7332088,Adolf Wurth GmbH & Co KG,DEU
727144,7332092,ADLER Smart Solutions Gmb,DEU
727145,7332093,Adler Pelzer Holding GmbH,DEU
727205,7332153,Accenture Holding GmbH &,DEU
727252,7332200,A. Reiff und Cie. KG,DEU
727263,7332211,A H T Syngas Technology N,DEU
727265,7332213,A Dohrn & A Timm GmbH & C,DEU
727274,7332222,50 Hertz Transmission Gmb,DEU
730341,7335290,QUADRIGA CAPITAL IV HEALTHCARE HOLDING II L.P.,DEU
737130,7342080,Sanofi-Aventis Deutschland Gmb H,DEU
740818,7874516,Geoffrey Yates,DEU
755330,7889028,Atlantic,DEU
755331,7889029,Atlantic,DEU
806728,8070987,Platinum,DEU
806856,8071115,TRAILSTONE RENEWABLES (GERMANY),DEU
806887,8071146,ROSNEFT DEUTSCHLAND (GERMANY),DEU
807168,8071427,VANTAGE DATA CENTERS STELLAR2 (Germany),DEU
807191,8071450,SIEMENS ENERGY AG (Germany),DEU
807194,8071453,RWE AKTIENGESELLSCHAFT (Germany),DEU
807273,8071532,GIP GUTENBERG GMBH (Germany),DEU
807369,8071628,OXG GLASFASER (GERMANY),DEU
807413,8071672,DEUTSCHE TELEKOM AG (Germany),DEU
807414,8071673,Deutsche Glasfaser Group GmbH (Germany),DEU
807415,8071674,Deutsche Glasfaser Group GmbH (Germany),DEU
807517,8071776,Political Risk (Germany),DEU
807540,8071799,MoF Serbia (Germany),DEU
807942,8072201,CEN (equity) (Germany),DEU
807943,8072202,CEN (equity) (Germany),DEU
807944,8072203,CEN (equity) (Germany),DEU
807945,8072204,CEN (equity) (Germany),DEU
807946,8072205,CEN (equity) (Germany),DEU
808043,8072302,(CEN) Equity (Germany),DEU
808044,8072303,(CEN) Equity (Germany),DEU
808063,8072322,Uzbek Industrial and Construction Bank (Germany),DEU
808210,8072469,Botas Boru Hatlari Ile Petrol Tasima A.S. (Germany),DEU
808362,8072621,SIEMENS ENERGY AG (Germany),DEU
809059,8073318,DEUTSCHE TELEKOM AG (Germany),DEU
809401,8690074,JAMCO Corporation,DEU
810106,8690779,WM SE,DEU
810109,8690782,Wilhelm Bahmüller Maschinenbau Präzisionswerkzeuge GmbH,DEU
810125,8690798,Voith GmbH*,DEU
810126,8690799,Voith GmbH*,DEU
810142,8690815,Veka AG,DEU
810143,8690816,VDM Metals Holding GmbH,DEU
810159,8690832,TRUMPF SE + Co. KG,DEU
810186,8690859,Therme Group DE,DEU
810218,8690891,Sudwest Beteiligungen GmbH,DEU
810233,8690906,SSI Schäfer GmbH & Co KG,DEU
810234,8690907,SSI Schäfer GmbH & Co KG,DEU
810261,8690934,SMS group GmbH,DEU
810262,8690935,SMS group GmbH,DEU
810263,8690936,SMS group GmbH,DEU
810264,8690937,SMS group GmbH,DEU
810283,8690956,SEVES Group S.ar.l.,DEU
810288,8690961,Sennebogen Maschinenfabrik Gmbh,DEU
810309,8690982,SAP SE,DEU
810310,8690983,SAP SE,DEU
810319,8690992,Salzgitter Mannesmann Handel GmbH,DEU
810323,8690996,ROSEN Technology and Research Center GmbH,DEU
810328,8691001,Robert Bosch GmbH,DEU
810329,8691002,Robert Bosch GmbH,DEU
810330,8691003,Robert Bosch GmbH,DEU
810331,8691004,Robert Bosch GmbH,DEU
810332,8691005,Robert Bosch GmbH,DEU
810352,8691025,Radeberger Gruppe KG,DEU
810357,8691030,Qlar Group GmbH,DEU
810382,8691055,Pelikan Group GmbH,DEU
810386,8691059,PCM RAILONE AG,DEU
810452,8691125,Mühlbauer Holding AG,DEU
810453,8691126,Mühlbauer Holding AG,DEU
810469,8691142,Metro Ag,DEU
810514,8691187,Logwin AG,DEU
810515,8691188,Logwin AG,DEU
810542,8691215,L. Bruggemann GmbH & Co. KG,DEU
810549,8691222,Knauf Gips Kg,DEU
810553,8691226,KION GROUP AG,DEU
810560,8691233,KELVION HOLDING GMBH,DEU
810583,8691256,ITT Germany Holdings GmbH,DEU
810616,8691289,Hübner Holding GmbH,DEU
810632,8691305,HIMA Paul Hildebrandt GmbH,DEU
810636,8691309,Hettich Holding GmbH & Co. oHG,DEU
810641,8691314,HENKEL AG & CO KGAA,DEU
810642,8691315,HENKEL AG & CO KGAA,DEU
810668,8691341,Georg von Holtzbrinck GmbH & Co.KG,DEU
810675,8691348,G. Siempelkamp GmbH & Co. KG,DEU
810684,8691357,fischer holding GmbH & Co. KG,DEU
810692,8691365,FFT Produktionssysteme GmbH & Co. KG,DEU
810706,8691379,EUCHNER Industrie- Beteiligungen GmbH,DEU
810731,8691404,EDEKA Südwest Stiftung & Co. KG,DEU
810732,8691405,EBZ SE,DEU
810738,8691411,Dynapac Gmbh,DEU
810739,8691412,Dürr AG,DEU
810745,8691418,DSI Holding Gmbh,DEU
810746,8691419,Drägerwerk AG,DEU
810747,8691420,Drägerwerk AG,DEU
810749,8691422,Dieffenbacher GmbH Maschinen- und Anlagenbau,DEU
810768,8691441,Dachser Group SE & Co. KG,DEU
810769,8691442,Dachser Group SE & Co. KG,DEU
810782,8691455,Cqlt Saargummi Deutschland Gmbh,DEU
810785,8691458,Covestro AG,DEU
810860,8691533,Broetje-Automation GmbH,DEU
810879,8691552,Bizerba SE & Co. KG,DEU
810899,8691572,BDSV Bundesvereinigung Deutscher Stahlrecycling- und Entsorgungsunternehmen e.V.,DEU
810934,8691607,ARBURG GmbH + Co KG,DEU
810935,8691608,ARBURG GmbH + Co KG,DEU
810951,8691624,Aluminium Rheinfelden Alloys GmbH,DEU
810954,8691627,ALLIANZ,DEU
810955,8691628,ALLIANZ,DEU
810967,8691640,Adolf Würth GmbH & Co. KG,DEU
810969,8691642,ACPS Automotive GmbH,DEU
810970,8691643,ACPS Automotive GmbH,DEU
817510,8698183,Börse Stuttgart Digital Custody GmbH,DEU
818502,8699175,WREN (GMBH CONVERSIONS),DEU
818510,8699183,WAVE,DEU
818511,8699184,WAVE,DEU
818525,8699198,VOLT,DEU
818526,8699199,VOLT,DEU
818527,8699200,VOLT,DEU
818568,8699241,TOM,DEU
818569,8699242,TOM,DEU
818583,8699256,TAYCAN,DEU
818584,8699257,TAYCAN,DEU
818585,8699258,TAYCAN,DEU
818591,8699264,T REX,DEU
818592,8699265,T REX,DEU
818593,8699266,T REX,DEU
818594,8699267,T REX,DEU
818671,8699344,SAFARI,DEU
818768,8699441,OKTOPUS,DEU
818846,8699519,LIME,DEU
818847,8699520,LIME,DEU
818951,8699624,GRAND CENTRAL,DEU
820368,8701041,ZEON EUROPE GMBH (GERMANY),DEU
820370,8701043,ZENRIN EUROPE GmbH,DEU
820373,8701046,YONEX GMBH,DEU
820377,8701050,Yokohama Europe GmbH,DEU
820379,8701052,YASKAWA Turkey Elektrik T,DEU
820380,8701053,Yaskawa Ristro d.o.o.,DEU
820381,8701054,Yaskawa Polska Sp.zo.o.,DEU
820382,8701055,Yaskawa Nordic AB,DEU
820388,8701061,Yaskawa Finland Oy,DEU
820389,8701062,Yaskawa Europe GmbH,DEU
820390,8701063,Yaskawa Europe GmbH,DEU
820391,8701064,Yaskawa Europe GmbH,DEU
820394,8701067,Yaskawa Czech s.r.o.,DEU
820400,8701073,YAMAZAKI Europe GmbH,DEU
820402,8701075,Yamato Transport Europe B,DEU
820405,8701078,Wethje Carbon Composites,DEU
820406,8701079,Wavelock Advanced Technol,DEU
820411,8701084,Vincotech Kft.,DEU
820412,8701085,Vincotech GmbH,DEU
820413,8701086,Vehicle Energy Europe Gmb,DEU
820423,8701096,UCC Coffee Ireland Ltd.,DEU
820424,8701097,UCC Coffee Germany GmbH,DEU
820436,8701109,Tsubaki Automotive Czech,DEU
820439,8701112,"TRIS Inc.,",DEU
820443,8701116,Trancy Logistics (Europe),DEU
820446,8701119,Toyota Material Handling,DEU
820448,8701121,Toyota Industries Electro,DEU
820450,8701123,TOYOTA GAZOO Racing Europ,DEU
