,Ref_x,Subject,Locale_processed
620446,7224623,PROCTER AND GAMBLE GMBH,DEU
620479,7224656,PMINTERNATIONAL AG,DEU
620490,7224667,PHOENIX PHARMAHANDEL GMBH AND CO KG,DEU
620491,7224668,PHOENIX PHARMAHANDEL GMBH AND CO KG,DEU
620492,7224669,PHOENIX PHARMAHANDEL GMBH AND CO KG,DEU
620547,7224724,OTTOBOCK SE AND CO KGAA,DEU
620548,7224725,OTTOBOCK SE AND CO KGAA,DEU
620549,7224726,OTTOBOCK SE AND CO KGAA,DEU
620550,7224727,OTTOBOCK SE AND CO KGAA,DEU
620663,7224840,NKT HV CABLES AB,DEU
620664,7224841,NKT HV CABLES AB,DEU
620749,7224926,MULTIVAC SEPP HAGGENMÜLLER SE AND CO KG,DEU
620753,7224930,MTU AERO ENGINGES AG,DEU
620816,7224993,MIELE AND CIE KG,DEU
620843,7225020,Merck KGaA*,DEU
620845,7225022,MERCEDESBENZ GROUP AG,DEU
620846,7225023,MERCEDESBENZ GROUP AG,DEU
620847,7225024,MERCEDESBENZ GROUP AG,DEU
620863,7225040,MDELEKTRONIK GMBH,DEU
620864,7225041,MDELEKTRONIK GMBH,DEU
620865,7225042,MDELEKTRONIK GMBH,DEU
620866,7225043,MDELEKTRONIK GMBH,DEU
620887,7225064,MARSH/DAIMLERTRUCKS RAHMENVERTRAG,DEU
620892,7225069,MARC O´POLO INTERNATIONAL GMBH,DEU
620893,7225070,MARC O´POLO INTERNATIONAL GMBH,DEU
620894,7225071,MARC O´POLO INTERNATIONAL GMBH,DEU
620895,7225072,MARC O´POLO INTERNATIONAL GMBH,DEU
620898,7225075,MANDM SOFTWARE GMBH,DEU
620913,7225090,LUYE PHARMA,DEU
620920,7225097,LTS LOHMANN THERAPIESYSTEME AG,DEU
620921,7225098,LTS LOHMANN THERAPIESYSTEME AG,DEU
620922,7225099,LTS LOHMANN THERAPIESYSTEME AG,DEU
620923,7225100,LTS LOHMANN THERAPIESYSTEME AG,DEU
620924,7225101,LSF11 SKYSCRAPER TOPCO SARL,DEU
620925,7225102,LSF11 SKYSCRAPER TOPCO SARL,DEU
620982,7225159,LEO PHARMA GMBH,DEU
620990,7225167,LANXESS DEUTSCHLAND GMBH,DEU
620991,7225168,LANXESS DEUTSCHLAND GMBH,DEU
620992,7225169,LANXESS DEUTSCHLAND GMBH,DEU
620993,7225170,LANXESS DEUTSCHLAND GMBH,DEU
620994,7225171,LANXESS DEUTSCHLAND GMBH,DEU
621019,7225196,KSB SE AND CO KGAA,DEU
621020,7225197,KSB SE AND CO KGAA,DEU
621021,7225198,KSB SE AND CO KGAA,DEU
621022,7225199,KS AKTIENGESELLSCHAFT,DEU
621023,7225200,KS AKTIENGESELLSCHAFT,DEU
621024,7225201,KS AKTIENGESELLSCHAFT,DEU
621025,7225202,KS AKTIENGESELLSCHAFT,DEU
621026,7225203,KS AKTIENGESELLSCHAFT,DEU
621027,7225204,KS AKTIENGESELLSCHAFT,DEU
621033,7225210,KOROZO GMBH,DEU
621034,7225211,KOROZO GMBH,DEU
621050,7225227,KION Group,DEU
621051,7225228,KION Group,DEU
621062,7225239,KATHREIN SE,DEU
621063,7225240,KATHREIN SE,DEU
621124,7225301,J WAGNER GMBH,DEU
621132,7225309,ITF PHARMA,DEU
621163,7225340,INTERNATIONAL CHEMICAL INVESTORS SE,DEU
621164,7225341,INTERNATIONAL CHEMICAL INVESTORS SE,DEU
621165,7225342,INTERNATIONAL CHEMICAL INVESTORS SE,DEU
621166,7225343,INTERNATIONAL CHEMICAL INVESTORS SE,DEU
621167,7225344,INTERNATIONAL CHEMICAL INVESTORS SE,DEU
621192,7225369,INFRASERV GMBH AND CO HÖCHST KG,DEU
621193,7225370,INFRASERV GMBH AND CO HÖCHST KG,DEU
621194,7225371,INFRASERV GMBH AND CO HÖCHST KG,DEU
621195,7225372,INFRASERV GMBH AND CO HÖCHST KG,DEU
621245,7225422,ILF GROUP HOLDING GMBH,DEU
621254,7225431,IDT BIOLOGIKA GMBH,DEU
621282,7225459,HUGO KERN UND LIEBERS GMBH AND CO KG PLATINEN UND FEDERNFABRIK,DEU
621283,7225460,HUGO KERN UND LIEBERS GMBH AND CO KG PLATINEN UND FEDERNFABRIK,DEU
621285,7225462,HUGO BOSS AG,DEU
621304,7225481,HORNBACH HOLDING AG AND CO KGAA,DEU
621305,7225482,HORNBACH HOLDING AG AND CO KGAA,DEU
621306,7225483,HÖRMANN KG VERKAUFSGESELLSCHAFT,DEU
621307,7225484,HÖRMANN KG VERKAUFSGESELLSCHAFT,DEU
621346,7225523,HENKELL AND CO SEKTKELLEREI KG,DEU
621347,7225524,HENKEL AG & CO KGAA,DEU
621348,7225525,HENKEL AG & CO KGAA,DEU
621349,7225526,HENKEL AG & CO KGAA,DEU
621358,7225535,HELLA GMBH AND CO KGAA,DEU
621359,7225536,HELLA GMBH AND CO KGAA,DEU
621369,7225546,HDI HAFTPFLICHTVERBAND DER DEUTSCHEN INDUSTRIE VAG,DEU
621428,7225605,GSK,DEU
621432,7225609,GRÜNENTHAL PHARMA GMBH AND CO KG,DEU
621434,7225611,GROZBECKERT KG,DEU
621435,7225612,GROZBECKERT KG,DEU
621436,7225613,GROZBECKERT KG,DEU
621448,7225625,GRBSAMMELSTELLE BAYERN FÜR RADIOAKTIVE STOFFE GMBH,DEU
621453,7225630,GOPA GROUP SERVICE GMBH,DEU
621472,7225649,GILEAD,DEU
621476,7225653,GIESECKE  DEVRIENT GMBH,DEU
621477,7225654,GIESECKE  DEVRIENT GMBH,DEU
621478,7225655,GIESECKE  DEVRIENT GMBH,DEU
621496,7225673,Gebrüder Knauf KG,DEU
621539,7225716,FRITZ DRÄXLMAIER GMBH AND CO KG,DEU
621540,7225717,Freudenberg & Co. KG,DEU
621541,7225718,Freudenberg & Co. KG,DEU
621550,7225727,FRÄNKISCHE ROHRWERKE GEBR KIRCHNER GMBH AND CO KG,DEU
621629,7225806,EVONIK Industries AG *,DEU
621630,7225807,EVONIK Industries AG *,DEU
621631,7225808,EVONIK Industries AG *,DEU
621632,7225809,EVONIK Industries AG *,DEU
621633,7225810,EVONIK Industries AG *,DEU
621634,7225811,EVONIK Industries AG *,DEU
621635,7225812,EVONIK Industries AG *,DEU
621636,7225813,EVONIK Industries AG *,DEU
621637,7225814,EVONIK Industries AG *,DEU
621638,7225815,EVONIK Industries AG *,DEU
621639,7225816,EVONIK Industries AG *,DEU
621652,7225829,EUROCOMPOSITES SA,DEU
621653,7225830,EUROCOMPOSITES SA,DEU
621654,7225831,EUROCOMPOSITES SA,DEU
621702,7225879,ENBW ENERGIE BADENWÜRTTEMBERG AG,DEU
621703,7225880,ENBW ENERGIE BADENWÜRTTEMBERG AG,DEU
621704,7225881,ENBW ENERGIE BADENWÜRTTEMBERG AG,DEU
621705,7225882,ENBW ENERGIE BADENWÜRTTEMBERG AG,DEU
621770,7225947,DWK LIFE SCIENCES GMBH,DEU
621771,7225948,DWK LIFE SCIENCES GMBH,DEU
621772,7225949,DUSSMANN TECHNICAL SOLUTIONS,DEU
621773,7225950,DUSSMANN TECHNICAL SOLUTIONS,DEU
621774,7225951,DUSSMANN STIFTUNG AND CO KGAA,DEU
621775,7225952,DUSSMANN STIFTUNG AND CO KGAA,DEU
621779,7225956,DREES AND SOMMER SE,DEU
621780,7225957,DREES AND SOMMER SE,DEU
621781,7225958,DREES AND SOMMER SE,DEU
621782,7225959,DREES AND SOMMER SE,DEU
621783,7225960,DREES AND SOMMER SE,DEU
621786,7225963,DR WILLMAR SCHWABE GMBH AND CO KG,DEU
621787,7225964,DR WILLMAR SCHWABE GMBH AND CO KG,DEU
621789,7225966,DR JOHANNES HEIDENHAIN GMBH,DEU
621790,7225967,DR JOHANNES HEIDENHAIN GMBH,DEU
621793,7225970,DP DHL GROUP,DEU
621799,7225976,DOOSAN LENTJES GMBH,DEU
621800,7225977,DOOSAN LENTJES GMBH,DEU
621828,7226005,DEVELEY SENF AND FEINKOST GMBH,DEU
621829,7226006,DEVELEY SENF AND FEINKOST GMBH,DEU
621834,7226011,DEUTSCHE INDUSTRIE UND PARKHAUSBAU GMBH,DEU
621835,7226012,DEUTSCHE INDUSTRIE UND PARKHAUSBAU GMBH,DEU
621836,7226013,Deutsche Bank Aktiengesellschaft,DEU
621837,7226014,Deutsche Bank Aktiengesellschaft,DEU
621852,7226029,DEKRA SE,DEU
621853,7226030,DEKRA SE,DEU
621854,7226031,DEKRA SE,DEU
621855,7226032,DEKRA SE,DEU
621891,7226068,DAIMLER TRUCKS HOLDING AG,DEU
621892,7226069,DAIMLER TRUCKS HOLDING AG,DEU
621893,7226070,DAIMLER TRUCKS HOLDING AG,DEU
621894,7226071,DAIMLER TRUCKS HOLDING AG,DEU
621899,7226076,DAIICHI SANKYO GLOBAL,DEU
621911,7226088,CTEC I GMBH (FORMER CERAMTEC TOPCO GMBH),DEU
621958,7226135,CONTINENTAL AKTIENGESELLSCHAFT,DEU
621959,7226136,CONTINENTAL AKTIENGESELLSCHAFT,DEU
621960,7226137,CONTINENTAL AKTIENGESELLSCHAFT,DEU
622044,7226221,C.H. Boehringer Sohn,DEU
622071,7226248,CDM SMITH SE,DEU
622085,7226262,CATELLA GROUP,DEU
622153,7226330,BRISTOL MYERS SQUIBB GMBH AND CO KGAA,DEU
622161,7226338,BRACCO IMAGING GMBH,DEU
622164,7226341,BPL LTD,DEU
622189,7226366,BLANC AND FISCHER FAMILIENHOLDING GMBH,DEU
622190,7226367,BLANC AND FISCHER FAMILIENHOLDING GMBH,DEU
622193,7226370,BIOTRONIK SE AND CO KG,DEU
622194,7226371,BIOTRONIK SE AND CO KG,DEU
622195,7226372,BIOTRONIK SE AND CO KG,DEU
622216,7226393,BGE TECHNOLOGY GMBH,DEU
622217,7226394,BGE TECHNOLOGY GMBH,DEU
622223,7226400,BERTELSMANN SE AND CO KGAA,DEU
622224,7226401,BERTELSMANN SE AND CO KGAA,DEU
622226,7226403,BERICAP GMBH AND CO KG,DEU
622227,7226404,BERICAP GMBH AND CO KG,DEU
622242,7226419,BEIERSDORF AG,DEU
622248,7226425,Bayerische Motoren Werke,DEU
622249,7226426,Bayerische Motoren Werke,DEU
622250,7226427,Bayerische Motoren Werke,DEU
622251,7226428,Bayerische Motoren Werke,DEU
622252,7226429,Bayerische Motoren Werke,DEU
622257,7226434,BAUGRUND SÜD GESELLSCHAFT FÜR GEOTHERMIE MBH,DEU
622258,7226435,BAUGRUND SÜD GESELLSCHAFT FÜR GEOTHERMIE MBH,DEU
622259,7226436,BAUGRUND SÜD GESELLSCHAFT FÜR GEOTHERMIE MBH,DEU
622260,7226437,BAUGRUND SÜD GESELLSCHAFT FÜR GEOTHERMIE MBH,DEU
622261,7226438,BAUGRUND SÜD GESELLSCHAFT FÜR GEOTHERMIE MBH,DEU
622282,7226459,BAHLSEN GMBH AND CO KG,DEU
622303,7226480,AVNET HOLDING GERMANY GMBH,DEU
622350,7226527,ARSOL AROMATICS GMBH AND COKG,DEU
622351,7226528,ARSOL AROMATICS GMBH AND COKG,DEU
622353,7226530,ARLANXEO HOLDING BV,DEU
622354,7226531,ARLANXEO HOLDING BV,DEU
622415,7226592,Altana Aktiengesellschaft,DEU
622416,7226593,Altana Aktiengesellschaft,DEU
622417,7226594,Altana Aktiengesellschaft,DEU
622486,7226663,ADTRAN NETWORKS SE (FORMER ADVA AG OPTICAL NETWORKING SE),DEU
622487,7226664,ADTRAN NETWORKS SE (FORMER ADVA AG OPTICAL NETWORKING SE),DEU
622489,7226666,ADRAGOS PHARMA GMBH,DEU
622490,7226667,ADRAGOS PHARMA GMBH,DEU
622491,7226668,ADRAGOS PHARMA GMBH,DEU
622506,7226683,ACCORD HEALTHCARE  SLUAMG,DEU
622965,7227142,The District Municipality of Muskoka,DEU
625820,7229997,"InDyne, Inc.",DEU
627172,7231349,CENA Life Inc.,DEU
628332,7232509,"Deutsche Post AG and their associated, affiliated, and subsidiary companies and all other organisati",DEU
634010,7238187,The District Municipality of Muskoka,DEU
642351,7246528,CENA Life Inc.,DEU
644610,7249540,Zeus,DEU
644613,7249543,Velvet,DEU
644619,7249549,SoftProject,DEU
644622,7249552,Seahorse,DEU
644624,7249554,Rocket,DEU
644643,7249573,Platinum,DEU
644647,7249577,Peta,DEU
644663,7249593,Krypton,DEU
644665,7249595,Interni,DEU
644669,7249599,Hermes,DEU
644670,7249600,Herbs,DEU
644673,7249603,Green Mobility,DEU
644684,7249614,Flaming,DEU
644687,7249617,ESB Nord,DEU
644690,7249620,Elon,DEU
644692,7249622,Deep Blue,DEU
644701,7249631,Batavus II,DEU
644703,7249633,BA23,DEU
644704,7249634,Atlantic,DEU
644705,7249635,Athletica,DEU
644708,7249638,Trajan,DEU
644722,7249652,Zeus,DEU
644783,7249713,Velvet,DEU
644857,7249787,Trajan,DEU
644991,7249921,SoftProject,DEU
645034,7249964,Seahorse,DEU
645047,7249977,SAP SE,DEU
645082,7250012,Rocket,DEU
645236,7250166,Platinum,DEU
645268,7250198,Peta,DEU
645419,7250349,MUNCHENER RUCKVERSICHERUNGS GESELLSCHAFT AKTIENGESELLSCHAF,DEU
645644,7250574,Krypton,DEU
645749,7250679,Interni,DEU
645829,7250759,Hermes,DEU
645830,7250760,Herbs,DEU
645896,7250826,Green Mobility,DEU
645987,7250917,Flaming,DEU
646061,7250991,ESB Nord,DEU
646088,7251018,Elon,DEU
646143,7251073,Deutsche Bank Aktiengesellschaft,DEU
646144,7251074,Deutsche Bank Aktiengesellschaft,DEU
646145,7251075,Deutsche Bank Aktiengesellschaft,DEU
646152,7251082,Deep Blue,DEU
646448,7251378,Batavus II,DEU
646542,7251472,BA23,DEU
646575,7251505,Atlantic,DEU
646576,7251506,Athletica,DEU
646648,7251578,ALLIANZ,DEU
646649,7251579,ALLIANZ,DEU
647088,7252018,SAP SE,DEU
647424,7252354,E.ON,DEU
647451,7252381,"Deutsche Post AG and their associated, affiliated, and subsidiary companies and all other organisati",DEU
647452,7252382,"Deutsche Post AG and their associated, affiliated, and subsidiary companies and all other organisati",DEU
647509,7252439,Brenntag,DEU
647510,7252440,Brenntag,DEU
698076,7303006,zooplus SE,DEU
698265,7303196,Witte Automotive GmbH,DEU
698304,7303235,Wieland Electric GmbH,DEU
698390,7303321,Weber Holding GmbH,DEU
698441,7303372,WÜSTENROT & WÜRTTEMBERGISCHE AG,DEU
698471,7303402,Voith GmbH*,DEU
698541,7303472,Viridium Group GmbH & Co. KG,DEU
698572,7303503,VIEGA GMBH & CO. KG,DEU
698632,7303563,Verbatim GmbH,DEU
698880,7303812,ULRICH GMBH,DEU
698939,7303871,TUV Nord AG,DEU
698940,7303872,TUV Nord AG,DEU
699204,7304136,thyssenkrupp nucera AG & Co. KGa,DEU
699729,7304664,Swiss Krono Tex GmbH & Co,DEU
699861,7304796,STIHL Holding AG & Co. KG,DEU
699962,7304897,Stadtwerke Köln GMBH,DEU
699970,7304905,STADT & KREISSPARKASSE LEIPZIG,DEU
700342,7305278,SIEGENIA-AUBI KG,DEU
700465,7305401,Senovo Capital Management GmbH,DEU
700466,7305402,Senovo Capital Management GmbH,DEU
700540,7305476,Schöffel GmbH & Co. KG,DEU
700613,7305549,SAP SE,DEU
700614,7305550,SAP SE,DEU
700694,7305630,SUEDWESTDEUTSCHE SALZWERKE AG HEILBRONN,DEU
700789,7305725,RSH Deutschland GmbH,DEU
701300,7306238,Queisser Pharma GmbH & Co,DEU
701523,7306461,Primepulse SE,DEU
701788,7306726,PHOENIX CONTACT GmbH & Co. KG,DEU
702183,7307123,Orpheus HoldCo GmbH,DEU
702295,7307235,One Group GmbH,DEU
702296,7307236,One Group GmbH,DEU
702356,7307296,OHB SE,DEU
702675,7307615,NFON AG,DEU
702896,7307836,Nachtmann GmbH,DEU
703312,7308253,Merck KGaA*,DEU
703468,7308410,medac Gesellschaft für klinisc he Spezialpräparate mbH,DEU
703704,7308647,MAHLE AG,DEU
703958,7308901,LILIUM N.V.,DEU
704303,7309246,KLÖCKNER & CO SE,DEU
704315,7309258,KION Group,DEU
704562,7309505,Joint HR MR Private Equity GmbH,DEU
704677,7309620,JAB Consumer Fund Management S.à.r.l.,DEU
704678,7309621,JAB Consumer Fund Management S.à.r.l.,DEU
704967,7309911,ING Holding Deutschland GmbH,DEU
705146,7310090,IB VOGT GMBH,DEU
705218,7310162,HUK-COBURG Haftpflicht-Unterstützungs-Kasse kraftfahrender Beamter Deutschlands,DEU
705424,7310368,HENKEL AG & CO KGAA,DEU
705425,7310369,HENKEL AG & CO KGAA,DEU
705580,7310525,Hamburger Energiewerke GmbH,DEU
705581,7310526,HAMBURG COMMERCIAL BANK AG,DEU
705965,7310910,German LNG Terminal GmbH,DEU
706042,7310987,Gebrüder Knauf KG,DEU
706043,7310988,Gebrüder Knauf KG,DEU
706139,7311084,Günther Reh Ag,DEU
706197,7311142,FRESENIUS,DEU
706473,7311418,FC Bayern München AG,DEU
706474,7311419,FC Bayern München AG,DEU
706598,7311543,Eurobahn GmbH & Co. KG,DEU
706732,7311677,Energiekonzepte Deutschland Holding GmbH,DEU
707285,7312230,DEUTSCHE BORSE AG,DEU
707378,7312323,DEBEKA LEBENSVERSICHERUNG,DEU
707645,7312590,Covestro AG,DEU
707646,7312591,Covestro AG,DEU
708377,7313323,C.H. Boehringer Sohn,DEU
708378,7313324,C.H. Boehringer Sohn,DEU
708379,7313325,C.H. Boehringer Sohn,DEU
708888,7313835,Becker Mining Systems AG,DEU
708924,7313871,BayWa Aktiengesellschaft,DEU
708931,7313878,Bayer AG*,DEU
709158,7314105,Axel Springer SE,DEU
709184,7314131,AviAlliance GmbH,DEU
709495,7314442,ARLANXEO HOLDING BV,DEU
713889,7318837,MUNCHENER RUCKVERSICHERUNGS GESELLSCHAFT AKTIENGESELLSCHAF,DEU
719406,7324354,Storz Karl GmbH u Co,DEU
719415,7324363,SHS - Stahl-Holding-Saar,DEU
719421,7324369,RTL Group SA,DEU
719450,7324398,LAS Holding AG,DEU
719459,7324407,HILLWOOD INTERNATIONAL IN,DEU
719460,7324408,Heidelberg Materials AG,DEU
719469,7324417,Erich Netzsch B.V. & Co.,DEU
719478,7324426,DFL Deutsche Fußball Liga,DEU
719498,7324446,ALLIANZ,DEU
719500,7324448,ALDI SUD KG Int Finance &,DEU
719506,7324454,ZwickRoell GmbH & Co. KG,DEU
719515,7324463,ZSCHIMMER & SCHWARZ CHEMI,DEU
719520,7324468,Zonnepark Vloeivelden Hol,DEU
719521,7324469,Zonnepark Munsterjansdijk,DEU
719522,7324470,Zonnepark Dorhout Mees BV,DEU
719523,7324471,Zonnepark Dordrecht Wield,DEU
719525,7324473,Zollner Elektronik AG,DEU
719537,7324485,ZH Hafenspitze GmbH & Co.,DEU
719544,7324492,Zentrales Knochenmarkspen,DEU
719550,7324498,Zech Group SE,DEU
719595,7324543,WWV Wärmeverwertung GmbH,DEU
719607,7324555,World in Balance Solar Po,DEU
719621,7324569,Wohnungsgesellschaft Ludw,DEU
719626,7324574,Wittur Deutschland Holdin,DEU
719628,7324576,WIRTGEN INVEST Energy Gmb,DEU
719653,7324601,Wilhelm Werhahn KG,DEU
719654,7324602,Wilhelm Werhahn KG,DEU
719658,7324606,WIKA Alexander Wiegand G,DEU
719659,7324607,WIKA Alexander Wiegand G,DEU
719660,7324608,WIK - ELEKTROGERÄTE Entwi,DEU
719665,7324613,Wieland Werke AG,DEU
719666,7324614,Wieland Werke AG,DEU
719667,7324615,Wieland Werke AG,DEU
719689,7324637,Westfälische Lokomotiv-Fa,DEU
719721,7324669,WesCom Signal & Rescue Ge,DEU
719722,7324670,WesCom Signal & Rescue Ge,DEU
719727,7324675,Weinert Industries AG,DEU
719730,7324678,Wayss & Freytag Ingenieur,DEU
719732,7324680,WATT DEVELOPMENT SOLAR 1,DEU
719762,7324710,Wallenborn Transports SA,DEU
719764,7324712,Waldner Holding SE & Co K,DEU
719773,7324721,Vrades Maschinenbau GmbH,DEU
719775,7324723,VR Bank RheinAhrEifel eG,DEU
719783,7324731,VOSSLOH AG,DEU
719797,7324745,Vollers Group GmbH,DEU
719830,7324778,Vishay Precision Foil Gmb,DEU
719852,7324800,VIEGA GMBH & CO. KG,DEU
719883,7324831,Vesta GmbH,DEU
719913,7324861,VELUX Commercial GmbH & C,DEU
719923,7324871,Vector Informatik GmbH,DEU
719924,7324872,VECTOR AIOLIKI DESFINAS S,DEU
719975,7324923,VAC Germany Holding GmbH,DEU
719978,7324926,UTRILLA HIVE SL,DEU
719980,7324928,UTM Umschlagterminal Marl,DEU
719987,7324935,URSA-Chemie GmbH,DEU
720004,7324952,Universitatsmedizin Greif,DEU
720005,7324953,Universitatsmedizin Gotti,DEU
720006,7324954,Universitatsmedizin Gotti,DEU
720007,7324955,Universitatsklinikum Esse,DEU
720024,7324972,United Grinding GmbH,DEU
720029,7324977,Uniper SE,DEU
720035,7324983,Union Investment Institut,DEU
720049,7324997,UMAREX GmbH & Co KG,DEU
720089,7325037,TUV Rheinland AG,DEU
720090,7325038,TUV Nord AG,DEU
720098,7325046,Turck Holding GmbH,DEU
720135,7325083,TRUMPF SE & Co. KG,DEU
720136,7325084,Truma Gerätetechnik GmbH,DEU
720148,7325096,TRIPLAN AG,DEU
720161,7325109,TriCon Container-Terminal,DEU
720163,7325111,Treofan Germany GmbH u Co,DEU
720197,7325145,TRANSA Spedition GmbH,DEU
720244,7325192,Top Werk GmbH,DEU
720258,7325206,TMD Friction Holdings Gmb,DEU
720260,7325208,TK Elevator GmbH,DEU
720381,7325329,TFL Holding GmbH,DEU
720394,7325342,Testo SE & Co. KGaA,DEU
720418,7325366,TEMAKO Versicherungsmakle,DEU
720458,7325406,TCHIBO GmbH,DEU
720485,7325433,Tarkett Holding GmbH,DEU
720509,7325457,TAKRAF GmbH,DEU
720535,7325483,SYNLAB International GmbH,DEU
720536,7325484,SYNLAB International GmbH,DEU
720566,7325514,SWO Netz GmbH,DEU
720570,7325518,Swiss Steel Edelstahl Gmb,DEU
720571,7325519,Swiss Krono Tex GmbH & Co,DEU
720631,7325579,Sudwestdeutsche Salzwerke,DEU
720637,7325585,Stuttgarter Strassenbahne,DEU
720683,7325631,Steyr ARMS GmbH,DEU
720693,7325641,Steinhaus GmbH,DEU
720694,7325642,Steinel GmbH,DEU
720695,7325643,Steigenberger Hotels GmbH,DEU
720732,7325680,STADT SCHWARZENBEK,DEU
720757,7325705,SPV MABILLON,DEU
720780,7325728,Speira Holdings Cooperati,DEU
720860,7325808,Solcellepark Horslunde Ap,DEU
720861,7325809,Solarpark Biddinghuize BV,DEU
720915,7325863,SMS group GmbH,DEU
720916,7325864,SMS group GmbH,DEU
720917,7325865,SMS group GmbH,DEU
720931,7325879,SMART RAIL GMBH,DEU
720947,7325895,Skip Wind 5 Oy,DEU
720955,7325903,SK RAIL Bahntechnik GmbH,DEU
720970,7325918,SIV Siegerländer Industri,DEU
721011,7325959,Silgan Closures GmbH,DEU
721016,7325964,SIGNA Real Estate Managem,DEU
721020,7325968,SIG COMBIBLOC GMBH,DEU
721021,7325969,SIG COMBIBLOC GMBH,DEU
721023,7325971,Siemens Energy Global GmbH & Co. KG,DEU
721024,7325972,Siemens Energy Global GmbH & Co. KG,DEU
721027,7325975,Siemag Tecberg GmbH,DEU
721028,7325976,Siegwerk Druckfarben AG &,DEU
721029,7325977,Siegle and Epple GmbH,DEU
721039,7325987,SHS - Stahl-Holding-Saar,DEU
721096,7326044,SEW IMMOBILIEN GMBH,DEU
721148,7326096,SEG Automotive Germany Gm,DEU
721149,7326097,SEFE Securing Energy for,DEU
721150,7326098,SEFE Securing Energy for,DEU
721153,7326101,Sedlmayer GmbH,DEU
721156,7326104,Securiton Beteiligungs-Gm,DEU
721157,7326105,Securiton Beteiligungs-Gm,DEU
721170,7326118,sea chefs Cruise Services,DEU
721171,7326119,SE Tylose GmbH & Co. KG,DEU
721199,7326147,Schwarz Immobilien Servic,DEU
721200,7326148,Schwarz Dienstleistung KG,DEU
721206,7326154,SCHÜCO International KG,DEU
721213,7326161,Schonmackers GmbH & Co KG,DEU
721215,7326163,Schnellecke Group AG & Co,DEU
721216,7326164,Schneider Holding GmbH,DEU
721219,7326167,Schmitz Cargobull AG,DEU
721220,7326168,Schmidt und Bartl GmbH,DEU
721226,7326174,Scheidt und Bachmann GmbH,DEU
721229,7326177,Schaeffler Holding GmbH &,DEU
721230,7326178,Schaeffler Holding GmbH &,DEU
721239,7326187,"SAXONIA ESPAÑA, S.L.U.",DEU
721244,7326192,SAVEmission Holding B.V.,DEU
721266,7326214,SAP SE,DEU
721274,7326222,Sanierungsträger Potsdam,DEU
721275,7326223,Sanierungsträger Potsdam,DEU
721301,7326249,Salzgitter Flachstahl Gmb,DEU
721362,7326310,Rutronik Elektronische Ba,DEU
721392,7326340,Rothenberger AG,DEU
721404,7326352,Rondus Dritte Immobilienb,DEU
721405,7326353,Rondus Dritte Immobilienb,DEU
721420,7326368,Roland Berger Holding Gmb,DEU
721429,7326377,Rodekohr Holding GmbH & C,DEU
721435,7326383,Robur Wind GmbH,DEU
721442,7326390,Robert Bosch GmbH,DEU
721443,7326391,Robert Bosch GmbH,DEU
721444,7326392,Robert Bosch GmbH,DEU
721462,7326410,Rinnen GmbH u Co. KG,DEU
721463,7326411,Rinnen GmbH & Co KG,DEU
721470,7326418,RIDI - Leuchten GmbH,DEU
721477,7326425,Richard Bergner Holding G,DEU
721483,7326431,Rhenus Rail St. Ingbert G,DEU
721488,7326436,RHEINCARGO GMBH & CO KG,DEU
721492,7326440,REWE Zentralfinanz eG,DEU
721500,7326448,Resonac Graphite Germany,DEU
721514,7326462,RENOVABLES DE SEVILLA SL.,DEU
721566,7326514,Rauscher Consulting GmbH,DEU
721567,7326515,Rausch & Pausch SE,DEU
721592,7326540,Rain Carbon GmbH,DEU
721594,7326542,RAILFLEX GMBH,DEU
721598,7326546,Rail Power Systems GmbH,DEU
721636,7326584,Queisser Pharma GmbH & Co,DEU
721637,7326585,Queisser Pharma GmbH & Co,DEU
721672,7326620,QCI Puglia I GmbH & Co. K,DEU
721754,7326702,PricewaterhouseCoopers Gm,DEU
721834,7326782,Poggenpohl Möbelwerke Gmb,DEU
721895,7326843,Phoenix Contact GmbH u Co,DEU
721907,7326855,Pfeifer & Langen GmbH & C,DEU
721908,7326856,Pfeifer & Langen GmbH & C,DEU
721909,7326857,Pfeifer & Langen GmbH & C,DEU
721910,7326858,Pfalzwerke AG,DEU
721918,7326866,Peter Kölln GmbH & Co.,DEU
721944,7326892,Pepperl + Fuchs SE,DEU
721953,7326901,Pelkovenstraße GmbH & Co.,DEU
721964,7326912,Peek und Cloppenburg KG,DEU
721965,7326913,Peek und Cloppenburg KG,DEU
721966,7326914,Peek und Cloppenburg KG,DEU
721967,7326915,Peek und Cloppenburg KG,DEU
721968,7326916,Peek und Cloppenburg KG,DEU
721969,7326917,Peek und Cloppenburg KG,DEU
721973,7326921,P-D Management Industries,DEU
721988,7326936,PAUL HARTMANN AG,DEU
722050,7326998,Øyfjellet Wind AS,DEU
722062,7327010,Otto (GmbH and Co.KG),DEU
722098,7327046,ORION ENGINEERED CARBONS,DEU
722121,7327069,ORANGE Ingenieur- und Kon,DEU
722142,7327090,Önusberget Vind AB,DEU
722168,7327116,OMT GMBH & CO. KG,DEU
722169,7327117,OMT GMBH & CO. KG,DEU
722175,7327123,OMIRA Oberland-Milchverwe,DEU
722191,7327139,OKS Otto Knauf GmbH,DEU
722224,7327172,Obton AS,DEU
722242,7327190,Nysater Wind AB,DEU
722247,7327195,Nuvisan Pharma Holding Gm,DEU
722277,7327225,Novoferm GmbH,DEU
722293,7327241,Notus Energy Service GmbH,DEU
722323,7327271,Norsk Vind Egersund AS,DEU
